frequency_GHz,phase_Cy0p7_deg_unwrapped,phase_Cy2p5_deg_unwrapped,signed_phase_diff_deg_2p5_minus_0p7,abs_phase_diff_deg,error_to_180_deg,magnitude_Cy0p7_dB,magnitude_Cy2p5_dB
3.42,46.8053318479,44.5025818536,-2.30274999426,2.30274999426,177.697250006,-0.0120579096925,-0.0325592665427
3.426,46.5422797064,44.2152008632,-2.32707884323,2.32707884323,177.672921157,-0.0121892977239,-0.0329913796724
3.43125,46.3119052533,43.9632761784,-2.34862907491,2.34862907491,177.651370925,-0.0123054510324,-0.0333749620971
3.432,46.2789790146,43.9272869377,-2.35169207689,2.35169207689,177.648307923,-0.0123221356606,-0.0334297595863
3.438,46.0154280232,43.638834524,-2.37659349926,2.37659349926,177.623406501,-0.0124564409594,-0.0338745103243
3.444,45.7516249669,43.3498379887,-2.40178697825,2.40178697825,177.598213022,-0.0125922313208,-0.0343257379548
3.45,45.4875680639,43.0602916169,-2.42727644692,2.42727644692,177.572723553,-0.0127295246968,-0.0347835506196
3.456,45.2232555158,42.7701896109,-2.4530659049,2.4530659049,177.546934095,-0.012868339299,-0.0352480585807
3.462,44.9586855081,42.4795260883,-2.47915941987,2.47915941987,177.52084058,-0.0130086936081,-0.035719374269
3.468,44.69385621,42.1882950808,-2.50556112917,2.50556112917,177.494438871,-0.0131506063853,-0.0361976123333
3.474,44.4287657748,41.8964905328,-2.532275242,2.532275242,177.467724758,-0.0132940966772,-0.0366828896905
3.48,44.1634123417,41.6041062994,-2.55930604231,2.55930604231,177.440693958,-0.0134391837975,-0.0371753255786
3.486,43.8977940394,41.3111361453,-2.58665789405,2.58665789405,177.413342106,-0.0135858871794,-0.037675041609
3.492,43.6319089951,41.0175737428,-2.61433525222,2.61433525222,177.385664748,-0.0137342256092,-0.0381821618217
3.495,43.4988658647,40.8704932066,-2.62837265818,2.62837265818,177.371627342,-0.0138090128467,-0.0384394872814
3.498,43.3657553599,40.7234126703,-2.64234268958,2.64234268958,177.35765731,-0.0138842129442,-0.0386968127412
3.504,43.0993313218,40.4286464105,-2.67068491139,2.67068491139,177.329315089,-0.0140358316635,-0.0392191234342
3.51,42.8326341936,40.1332683486,-2.69936584499,2.69936584499,177.300634155,-0.014188987103,-0.0397492255692
3.516,42.565660941,39.837271771,-2.72838916997,2.72838916997,177.27161083,-0.0143440195941,-0.0402872534761
3.522,42.2984120419,39.5406498628,-2.75776217902,2.75776217902,177.242237821,-0.0145009190583,-0.0408333442094
3.528,42.0308849155,39.2433957064,-2.78748920911,2.78748920911,177.212510791,-0.0146595418786,-0.0413876376121
3.534,41.7630772001,38.9455022792,-2.81757492086,2.81757492086,177.182425079,-0.0148199229414,-0.041950276381
3.54,41.4949867806,38.6469624524,-2.84802432826,2.84802432826,177.151975672,-0.0149820959269,-0.0425214061345
3.546,41.22661157,38.347768988,-2.878842582,2.878842582,177.121157418,-0.0151460883237,-0.0431011754817
3.552,40.9579494703,38.0479145377,-2.91003493257,2.91003493257,177.089965067,-0.0153119251747,-0.0436897360934
3.558,40.688998365,37.7473916403,-2.9416067247,2.9416067247,177.058393275,-0.015479630663,-0.0442872427754
3.55875,40.6553590499,37.7097417752,-2.94561727472,2.94561727472,177.054382725,-0.0155007264309,-0.0443630691215
3.564,40.4197561172,37.4461927196,-2.97356339762,2.97356339762,177.026436602,-0.0156492287454,-0.0448938535437
3.57,40.150220569,37.1443100825,-3.0059104865,3.0059104865,176.994089513,-0.015820743429,-0.045509729701
3.576,39.8803895409,36.8417359165,-3.03865362443,3.03865362443,176.961346376,-0.0159941989025,-0.0461350359165
3.582,39.6102608321,36.5384622878,-3.07179854433,3.07179854433,176.928201456,-0.016169619606,-0.046769940307
3.588,39.3398322195,36.2344811384,-3.1053510811,3.1053510811,176.894648919,-0.0163470302709,-0.0474146145205
3.594,39.0691014581,35.9297842844,-3.13931717368,3.13931717368,176.860682826,-0.0165264559453,-0.048069233822
3.6,38.7980662803,35.6243634131,-3.17370286722,3.17370286722,176.826297133,-0.0167079220111,-0.0487339771825
3.606,38.5267243958,35.3182100805,-3.20851431531,3.20851431531,176.791485685,-0.0168914541977,-0.0494090273687
3.612,38.2550734916,35.0113157093,-3.24375778223,3.24375778223,176.756242218,-0.0170770785919,-0.0500945710372
3.618,37.983111231,34.7036715857,-3.27943964525,3.27943964525,176.720560355,-0.0172648216476,-0.0507907988298
3.6225,37.7789337892,34.4723695393,-3.30656424993,3.30656424993,176.69343575,-0.0174070354359,-0.0513211288119
3.624,37.7108352541,34.3952688571,-3.31556639701,3.31556639701,176.684433603,-0.0174547101937,-0.0514979054726
3.63,37.438243177,34.0860985291,-3.35214464795,3.35214464795,176.647855352,-0.0176467714423,-0.0522160898769
3.636,37.1653325918,33.776151463,-3.38918112876,3.38918112876,176.610818871,-0.0178410329965,-0.0529455552435
3.642,36.8921010659,33.4654183729,-3.42668269296,3.42668269296,176.573317307,-0.0180375228574,-0.0536865091705
3.648,36.6185461422,33.1538898227,-3.46465631949,3.46465631949,176.535343681,-0.0182362694325,-0.0544391637626
3.654,36.3446653384,32.841556223,-3.50310911537,3.50310911537,176.496890885,-0.0184373015438,-0.0552037357451
3.66,36.0704561469,32.5284078284,-3.54204831843,3.54204831843,176.457951682,-0.0186406484361,-0.0559804465806
3.666,35.7959160343,32.2144347341,-3.58148130017,3.58148130017,176.4185187,-0.0188463397859,-0.0567695225883
3.672,35.5210424414,31.8996268728,-3.62141556859,3.62141556859,176.378584431,-0.0190544057127,-0.0575711950682
3.678,35.2458327825,31.5839740113,-3.66185877116,3.66185877116,176.338141229,-0.0192648767901,-0.0583857004277
3.684,34.9702844454,31.2674657475,-3.70281869789,3.70281869789,176.297181302,-0.0194777840607,-0.0592132803123
3.68625,34.8668659657,31.1484504071,-3.71841555861,3.71841555861,176.281584441,-0.0195582587875,-0.0595286183478
3.69,34.6943947909,30.9500915064,-3.7443032845,3.7443032845,176.255696715,-0.0196931590547,-0.0600541817402
3.696,34.4181611528,30.6318405371,-3.78632061565,3.78632061565,176.213679384,-0.0199110338157,-0.0609086572407
3.702,34.1415808375,30.3127019091,-3.8288789284,3.8288789284,176.171121072,-0.0201314409394,-0.0617769649965
3.708,33.8646511243,29.9926645084,-3.8719866159,3.8719866159,176.128013384,-0.0203544136356,-0.0626593689907
3.714,33.5873692652,29.6717170337,-3.91565223143,3.91565223143,176.084347769,-0.0205799858388,-0.0635561391573
3.72,33.3097324864,29.349847993,-3.95988449339,3.95988449339,176.040115507,-0.0208081924261,-0.0644675515369
3.726,33.0317379913,29.0270456991,-4.0046922922,4.0046922922,175.995307708,-0.0210390696945,-0.0653938884371
3.732,32.7533829691,28.7032982659,-4.05008470325,4.05008470325,175.949915297,-0.0212726565775,-0.0663354385965
3.738,32.4746646261,28.3785936038,-4.09607102226,4.09607102226,175.903928978,-0.0215089984018,-0.0672924973554
3.744,32.195580344,28.0529194161,-4.14266092794,4.14266092794,175.857339072,-0.0217481624678,-0.06826536683
3.75,31.9161295604,27.7262631939,-4.18986636645,4.18986636645,175.810133634,-0.0219903293318,-0.0692543560924
3.756,31.6362955484,27.3986122124,-4.23768333601,4.23768333601,175.762316664,-0.0222330854708,-0.0702597813568
3.762,31.3560944214,27.0699535255,-4.28614089598,4.28614089598,175.713859104,-0.0224817002866,-0.0712819661702
3.768,31.0755148818,26.7402739616,-4.33524092023,4.33524092023,175.66475908,-0.0227323862525,-0.0723212416091
3.774,30.7945537274,26.4095601187,-4.3849936087,4.3849936087,175.615006391,-0.0229859310873,-0.0733779464834
3.78,30.5132080394,26.0777983595,-4.43540967987,4.43540967987,175.56459032,-0.0232424431177,-0.0744524275445
3.786,30.2314747485,25.7449748061,-4.48649994241,4.48649994241,175.513500058,-0.0235019793722,-0.0755450397015
3.792,29.9493507184,25.4110753348,-4.53827538358,4.53827538358,175.461724616,-0.0237645865305,-0.0766561462435
3.798,29.6668327666,25.0760855712,-4.59074719532,4.59074719532,175.409252805,-0.024030308419,-0.0777861190684
3.804,29.3839176704,24.7399908843,-4.64392678608,4.64392678608,175.356073214,-0.0242991881096,-0.0789353389191
3.81,29.1006021695,24.4027763809,-4.69782578861,4.69782578861,175.302174211,-0.0245712686731,-0.0801041956276
3.816,28.8168829665,24.0644269001,-4.75245606637,4.75245606637,175.247543934,-0.0248465935011,-0.0812930883655
3.822,28.5327567267,23.7249270072,-4.80782971955,4.80782971955,175.19217028,-0.025125206463,-0.0825024259034
3.828,28.2482200786,23.3842609876,-4.86395909092,4.86395909092,175.136040909,-0.0254071519935,-0.0837326268779
3.834,27.9632696127,23.0424128409,-4.92085677171,4.92085677171,175.079143228,-0.0256924751459,-0.0849841200676
3.84,27.6779018817,22.6993662741,-4.97853560758,4.97853560758,175.021464392,-0.0259812216292,-0.0862573446768
3.84375,27.4993336103,22.4842027874,-5.01513082289,5.01513082289,174.984869177,-0.0261634471764,-0.0870669733971
3.846,27.3921134,22.3551046953,-5.0370087047,5.0370087047,174.962991295,-0.0262734378363,-0.0875527506293
3.852,27.1059006429,22.0096112069,-5.096289436,5.096289436,174.903710564,-0.0265691708663,-0.0888707988711
3.858,26.8192600462,21.6628685987,-5.15639144751,5.15639144751,174.843608552,-0.0268684685456,-0.0902119616823
3.864,26.5321880058,21.3148593408,-5.21732866495,5.21732866495,174.782671335,-0.0271713794458,-0.0915767230004
3.87,26.244680877,20.9655655766,-5.27911530044,5.27911530044,174.7208847,-0.0274779529012,-0.092965578752
3.876,25.9567349741,20.6149691148,-5.34176585938,5.34176585938,174.658234141,-0.0277882390261,-0.0943790371971
3.882,25.6683465697,20.2630514221,-5.40529514756,5.40529514756,174.594704852,-0.0281022887309,-0.0958176192832
3.888,25.3795118939,19.9097936155,-5.46971827843,5.46971827843,174.530281722,-0.0284201537387,-0.0972818590121
3.894,25.0902271342,19.5551764536,-5.5350506806,5.5350506806,174.464949319,-0.0287418866012,-0.0987723038175
3.9,24.8004884345,19.199180329,-5.60130810551,5.60130810551,174.398691894,-0.0290675407153,-0.100289514956
3.906,24.5102918945,18.8417852592,-5.66850663536,5.66850663536,174.331493365,-0.0293971703387,-0.101834067908
3.912,24.2196335693,18.4829708781,-5.73666269121,5.73666269121,174.263337309,-0.0297308306064,-0.103406552801
3.918,23.9285094684,18.1227164271,-5.80579304135,5.80579304135,174.194206959,-0.0300685775461,-0.10500757483
3.924,23.6369155555,17.7610007456,-5.87591480992,5.87591480992,174.12408519,-0.0304104680953,-0.106637754711
3.93,23.3448477473,17.3978022616,-5.94704548569,5.94704548569,174.052954514,-0.0307565601167,-0.108297729136
3.936,23.0523019133,17.0330989821,-6.01920293124,6.01920293124,173.980797069,-0.0311069124149,-0.109988151248
3.9375,22.9790902746,16.9415413572,-6.03754891745,6.03754891745,173.962451083,-0.0311951731399,-0.11041853622
3.942,22.7592738747,16.6668684825,-6.09240539221,6.09240539221,173.907594608,-0.0314615847527,-0.111709691134
3.948,22.4657594041,16.2990878971,-6.166671507,6.166671507,173.833328493,-0.0318206378679,-0.113463036329
3.954,22.1717542244,15.9297339078,-6.24202031664,6.24202031664,173.757979683,-0.0321841334901,-0.115248892344
3.96,21.8772540084,15.5587827334,-6.31847127501,6.31847127501,173.681528725,-0.0325521343579,-0.117067983204
3.966,21.5822543779,15.1862101186,-6.39604425927,6.39604425927,173.603955741,-0.0329247042366,-0.118921052011
3.972,21.2867509029,14.8119913222,-6.47475958071,6.47475958071,173.525240419,-0.0333019079359,-0.120808861523
3.978,20.990739101,14.4361011052,-6.55463799581,6.55463799581,173.445362004,-0.0336838113288,-0.122732194755
3.984,20.6942144366,14.0585137189,-6.63570071771,6.63570071771,173.364299282,-0.0340704813697,-0.124691855595
3.99,20.39717232,13.679202892,-6.71796942799,6.71796942799,173.282030572,-0.0344619861144,-0.126688669448
3.996,20.0996081067,13.298141818,-6.80146628872,6.80146628872,173.198533711,-0.0348583947396,-0.128723483898
4.002,19.8015170965,12.9153031415,-6.88621395502,6.88621395502,173.113786045,-0.0352597775639,-0.130797169398
4.008,19.502894533,12.5306589451,-6.97223558788,6.97223558788,173.027764412,-0.0356662060685,-0.132910619973
4.014,19.2037356022,12.1441807349,-7.05955486734,7.05955486734,172.940445133,-0.0360777529191,-0.135064753962
4.02,18.9040354323,11.7558394261,-7.14819600621,7.14819600621,172.851803994,-0.0364944919881,-0.137260514775
4.026,18.6037890922,11.3656053282,-7.238183764,7.238183764,172.761816236,-0.0369164983781,-0.139498871679
4.03125,18.3406215924,11.0224677794,-7.31815381297,7.31815381297,172.681846187,-0.0372901348134,-0.141495576998
4.032,18.3029915911,10.9734481296,-7.32954346146,7.32954346146,172.670456539,-0.0373438484451,-0.141780820615
4.038,18.0016378774,10.579336882,-7.4223009954,7.4223009954,172.577699005,-0.0377766198236,-0.144107385044
4.044,17.6997228378,10.1832399837,-7.51648285409,7.51648285409,172.483517146,-0.0382148914516,-0.146479616813
4.05,17.3972412963,9.78512516335,-7.61211613299,7.61211613299,172.387883867,-0.0386587435971,-0.148898597068
4.056,17.0941880136,9.38495946254,-7.70922855111,7.70922855111,172.290771449,-0.0391082578856,-0.151365437183
4.062,16.7905576857,8.98270921796,-7.80784846772,7.80784846772,172.192151532,-0.0395635173295,-0.153881279737
4.068,16.4863449429,8.57834004325,-7.90800489966,7.90800489966,172.0919951,-0.0400246063592,-0.156447299513
4.074,16.1815443493,8.17181681017,-8.00972753916,8.00972753916,171.990272461,-0.0404916108585,-0.159064704542
4.08,15.8761504013,7.76310362914,-8.11304677221,8.11304677221,171.886953228,-0.0409646182067,-0.161734737181
4.086,15.5701575268,7.35216382936,-8.2179936974,8.2179936974,171.782006303,-0.0414437173325,-0.16445867523
4.092,15.2635600836,6.93895993816,-8.32460014548,8.32460014548,171.675399855,-0.0419289987995,-0.167237833087
4.098,14.9563523591,6.52345365983,-8.43289869925,8.43289869925,171.567101301,-0.0424205549611,-0.170073562954
4.104,14.6485285678,6.10560585378,-8.54292271404,8.54292271404,171.457077286,-0.0429184803375,-0.172967256074
4.11,14.3400828499,5.68537651198,-8.65470633793,8.65470633793,171.345293662,-0.0434228728182,-0.175920344025
4.116,14.0310092648,5.26272473579,-8.76828452901,8.76828452901,171.231715471,-0.0439338395731,-0.17893430005
4.122,13.7213017651,4.83760871204,-8.88369305309,8.88369305309,171.116306947,-0.0444515737991,-0.182010640449
4.125,13.5662253297,4.62379720019,-8.94242812947,8.94242812947,171.057571871,-0.0447131840261,-0.183580783229
4.128,13.4109549559,4.40998568833,-9.00096926752,9.00096926752,170.999030732,-0.0449755212279,-0.185150926009
4.134,13.0999612233,3.97981194763,-9.12014927564,9.12014927564,170.879850724,-0.0455068650537,-0.188356763496
4.14,12.7883153842,3.54704278206,-9.24127260209,9.24127260209,170.758727398,-0.0460450664691,-0.1916298072
4.146,12.4760109133,3.11163246585,-9.36437844741,9.36437844741,170.635621553,-0.0465903203755,-0.194971760532
4.152,12.1630413922,2.67353422747,-9.48950716477,9.48950716477,170.510492835,-0.0471427442519,-0.198384377688
4.158,11.8494003338,2.23270022088,-9.61670011291,9.61670011291,170.383299887,-0.0477024500632,-0.201869465371
4.164,11.5350811696,1.78908149584,-9.74599967377,9.74599967377,170.254000326,-0.0482695499853,-0.205428884576
4.17,11.2200772472,1.34262796738,-9.87744927979,9.87744927979,170.12255072,-0.0488441575898,-0.209064552443
4.176,10.9043818277,0.893288384173,-10.0110934435,10.0110934435,169.988906557,-0.0494263882223,-0.212778444185
4.182,10.5879880846,0.44101029604,-10.1469777885,10.1469777885,169.853022211,-0.0500163591677,-0.216572595076
4.188,10.270889102,-0.0142599796989,-10.2851490817,10.2851490817,169.714850918,-0.0506141897475,-0.220449102524
4.194,9.95307787323,-0.472577392858,-10.4256552661,10.4256552661,169.574344734,-0.0512200013876,-0.224410128219
4.2,9.63454729949,-0.933998196171,-10.5685454957,10.5685454957,169.431454504,-0.0518339176777,-0.228457900361
4.206,9.31529018807,-1.39857998221,-10.7138701703,10.7138701703,169.28612983,-0.052456064424,-0.232594715973
4.212,8.99529925103,-1.86638172148,-10.8616809725,10.8616809725,169.138319027,-0.0530865697014,-0.236822943302
4.218,8.6745671036,-2.33746380177,-11.0120309054,11.0120309054,168.987969095,-0.0537255639051,-0.241145024308
4.21875,8.6344230972,-2.39676683514,-11.0311899323,11.0311899323,168.968810068,-0.0538060416445,-0.241697330926
4.224,8.35308626258,-2.81188806875,-11.1649743313,11.1649743313,168.835025669,-0.0543731798035,-0.245563477252
4.23,8.0308491448,-3.28971786787,-11.3205670127,11.3205670127,168.679432987,-0.0550295525922,-0.250080899377
4.236,7.70784806543,-3.77101808766,-11.4788661531,11.4788661531,168.521133847,-0.0556948199504,-0.254699969696
4.242,7.38407523639,-4.25585520439,-11.6399304408,11.6399304408,168.360069559,-0.0563691221011,-0.25942345188
4.248,7.05952276469,-4.74429732822,-11.8038200929,11.8038200929,168.196179907,-0.0570526018742,-0.264254197264
4.254,6.73418265075,-5.23641425082,-11.9705969016,11.9705969016,168.029403098,-0.0577454047772,-0.269195147954
4.26,6.40804678676,-5.73227749461,-12.1403242814,12.1403242814,167.859675719,-0.0584476790739,-0.27424934007
4.266,6.08110695509,-6.23196036351,-12.3130673186,12.3130673186,167.686932681,-0.0591595758773,-0.279419907092
4.272,5.75335482678,-6.73553799548,-12.4888928223,12.4888928223,167.511107178,-0.0598812492644,-0.284710083354
4.278,5.4247819603,-7.24308741667,-12.667869377,12.667869377,167.332130623,-0.060612856428,-0.290123207652
4.284,5.09537980072,-7.75468759742,-12.8500673981,12.8500673981,167.149932602,-0.0613545578952,-0.295662727002
4.29,4.76513968003,-8.27041951011,-13.0355591901,13.0355591901,166.96444081,-0.0621065178665,-0.301332200532
4.296,4.43405282005,-8.79036618884,-13.2244190089,13.2244190089,166.775580991,-0.0628689047969,-0.307135303526
4.302,4.10211034197,-9.31461279122,-13.4167231332,13.4167231332,166.583276867,-0.0636418924623,-0.313075831624
4.308,3.76930329644,-9.84324666204,-13.6125499585,13.6125499585,166.387450042,-0.0644256619851,-0.319157705166
4.3125,3.5191252675,-10.2430797149,-13.7622049824,13.7622049824,166.237795018,-0.0650206795062,-0.323828156582
4.314,3.43562276758,-10.3763573992,-13.8119801668,13.8119801668,166.188019833,-0.0652204048619,-0.32538497372
4.32,3.10106031332,-10.9140369217,-14.015097235,14.015097235,165.984902765,-0.0660263119787,-0.331761820762
4.326,2.7656097004,-11.4563795398,-14.2219892402,14.2219892402,165.77801076,-0.0668432277985,-0.33829256854
4.332,2.42924960109,-12.0034820282,-14.4327316293,14.4327316293,165.567268371,-0.0676695211578,-0.34498168312
4.338,2.09196838734,-12.5554437002,-14.6474120876,14.6474120876,165.352587912,-0.06850994073,-0.351833779614
4.344,1.75377326127,-13.112366486,-14.8661397473,14.8661397473,165.133860253,-0.069362401719,-0.358853627604
4.35,1.41464780757,-13.6743550124,-15.0890028199,15.0890028199,164.91099718,-0.0702266950926,-0.366046156766
4.356,1.07458077326,-14.2415166855,-15.3160974587,15.3160974587,164.683902541,-0.0711031396552,-0.373416462701
4.362,0.733561680246,-14.8139617764,-15.5475234567,15.5475234567,164.452476543,-0.0719919894963,-0.380969812973
4.368,0.391580062932,-15.3918035096,-15.7833835725,15.7833835725,164.216616427,-0.0728934735234,-0.388711653366
4.374,0.0486253436531,-15.9751581538,-16.0237834975,16.0237834975,163.976216503,-0.0738078133599,-0.396647614373
4.38,-0.295313196732,-16.5641451165,-16.2688319198,16.2688319198,163.73116808,-0.0747352298121,-0.404783517902
